学生学院,年级,班级,预警级别,学号,不及格课程总学分,不及格门次
电气与自动化工程学院,2018,1608181,黄色预警,160818106,6,2
电气与自动化工程学院,2018,1608181,黄色预警,160818107,6,2
电气与自动化工程学院,2018,1608181,蓝色预警,160818108,3,1
电气与自动化工程学院,2018,1608181,黄色预警,160818109,6,2
电气与自动化工程学院,2018,1608181,黄色预警,160818110,5,2
电气与自动化工程学院,2018,1608181,蓝色预警,160818111,3,1
电气与自动化工程学院,2018,1608181,蓝色预警,160818112,3,1
电气与自动化工程学院,2018,1608181,黄色预警,160818114,9,3
电气与自动化工程学院,2018,1608181,蓝色预警,160818116,3,1
电气与自动化工程学院,2018,1608181,黄色预警,160818118,6,2
电气与自动化工程学院,2018,1608181,蓝色预警,160818120,3,1
电气与自动化工程学院,2018,1608181,黄色预警,160818121,5,2
电气与自动化工程学院,2018,1608181,蓝色预警,160818126,3,1
电气与自动化工程学院,2018,1608181,蓝色预警,160818128,3,1
电气与自动化工程学院,2018,1608181,黄色预警,160818129,6,2
电气与自动化工程学院,2018,1608181,黄色预警,160818130,6,2
电气与自动化工程学院,2018,1608181,蓝色预警,160818131,3,1
电气与自动化工程学院,2018,1608181,黄色预警,160818133,8,3
电气与自动化工程学院,2018,1608181,蓝色预警,160818134,3,1
电气与自动化工程学院,2018,1608181,黄色预警,160818135,6,2
电气与自动化工程学院,2018,1608181,黄色预警,160818136,5,2
电气与自动化工程学院,2018,1608181,蓝色预警,160818142,3,1
电气与自动化工程学院,2018,1608182,黄色预警,160818201,6,2
电气与自动化工程学院,2018,1608182,蓝色预警,160818203,2,1
电气与自动化工程学院,2018,1608182,蓝色预警,160818204,2,1
电气与自动化工程学院,2018,1608182,黄色预警,160818206,11,4
电气与自动化工程学院,2018,1608182,蓝色预警,160818207,3,1
电气与自动化工程学院,2018,1608182,黄色预警,160818208,9,3
电气与自动化工程学院,2018,1608182,蓝色预警,160818209,3,1
电气与自动化工程学院,2018,1608182,蓝色预警,160818215,3,1
电气与自动化工程学院,2018,1608182,黄色预警,160818216,5,2
电气与自动化工程学院,2018,1608182,黄色预警,160818217,3.5,2
电气与自动化工程学院,2018,1608182,黄色预警,160818219,6.5,3
电气与自动化工程学院,2018,1608182,黄色预警,160818221,11,4
电气与自动化工程学院,2018,1608182,蓝色预警,160818222,3,1
电气与自动化工程学院,2018,1608182,黄色预警,160818223,5,2
电气与自动化工程学院,2018,1608182,黄色预警,160818226,9,3
电气与自动化工程学院,2018,1608182,蓝色预警,160818231,3,1
电气与自动化工程学院,2018,1608182,蓝色预警,160818233,3,1
电气与自动化工程学院,2018,1608182,黄色预警,160818236,9,3
电气与自动化工程学院,2018,1608182,蓝色预警,160818237,3,1
电气与自动化工程学院,2018,1608182,蓝色预警,160818240,3,1
电气与自动化工程学院,2018,1608182,蓝色预警,160818241,3,1
电气与自动化工程学院,2018,1609181,橙色预警,160918102,18,5
电气与自动化工程学院,2018,1609181,蓝色预警,160918105,5,1
电气与自动化工程学院,2018,1609181,蓝色预警,160918106,5,1
电气与自动化工程学院,2018,1609181,黄色预警,160918109,3,2
电气与自动化工程学院,2018,1609181,黄色预警,160918115,8,2
电气与自动化工程学院,2018,1609181,黄色预警,160918118,4,2
电气与自动化工程学院,2018,1609181,黄色预警,160918128,11,3
电气与自动化工程学院,2018,1609181,黄色预警,160918129,11,3
电气与自动化工程学院,2018,1609181,黄色预警,160918132,7,2
电气与自动化工程学院,2018,1609181,蓝色预警,160918133,3,1
电气与自动化工程学院,2018,1609181,黄色预警,160918134,4,2
电气与自动化工程学院,2018,1609181,蓝色预警,160918135,2,1
电气与自动化工程学院,2018,1609181,黄色预警,160918140,13,3
电气与自动化工程学院,2018,1621181,蓝色预警,162118101,4,1
电气与自动化工程学院,2018,1621181,蓝色预警,162118103,3,1
电气与自动化工程学院,2018,1621181,蓝色预警,162118104,4.5,1
电气与自动化工程学院,2018,1621181,黄色预警,162118107,7.5,2
电气与自动化工程学院,2018,1621181,蓝色预警,162118108,4,1
电气与自动化工程学院,2018,1621181,蓝色预警,162118113,3,1
电气与自动化工程学院,2018,1621181,黄色预警,162118114,14.5,4
电气与自动化工程学院,2018,1621181,黄色预警,162118115,5.5,2
电气与自动化工程学院,2018,1621181,蓝色预警,162118116,4.5,1
电气与自动化工程学院,2018,1621181,黄色预警,162118125,5.5,2
电气与自动化工程学院,2018,1621181,黄色预警,162118126,5,2
电气与自动化工程学院,2018,1621181,黄色预警,162118128,8.5,2
电气与自动化工程学院,2018,1621181,蓝色预警,162118129,4.5,1
电气与自动化工程学院,2018,1621181,黄色预警,162118130,6.5,3
电气与自动化工程学院,2018,1621181,蓝色预警,162118133,4.5,1
电气与自动化工程学院,2018,1621181,黄色预警,162118135,9.5,4
电气与自动化工程学院,2018,1621181,黄色预警,162118136,10.5,3
电气与自动化工程学院,2018,1621182,黄色预警,162118202,8.5,2
电气与自动化工程学院,2018,1621182,蓝色预警,162118204,4.5,1
电气与自动化工程学院,2018,1621182,黄色预警,162118205,19,2
电气与自动化工程学院,2018,1621182,黄色预警,162118207,7,2
电气与自动化工程学院,2018,1621182,蓝色预警,162118221,3,1
电气与自动化工程学院,2018,1621182,蓝色预警,162118226,16,1
电气与自动化工程学院,2018,1621182,黄色预警,162118234,20.5,2
电气与自动化工程学院,2018,1621182,黄色预警,162118235,7.5,2
电气与自动化工程学院,2018,1622181,黄色预警,162218106,7.5,3
电气与自动化工程学院,2018,1622181,蓝色预警,162218108,2,1
电气与自动化工程学院,2018,1622181,蓝色预警,162218111,2,1
电气与自动化工程学院,2018,1622181,蓝色预警,162218114,2,1
电气与自动化工程学院,2018,1622181,黄色预警,162218116,4,2
电气与自动化工程学院,2018,1622181,蓝色预警,162218119,2,1
电气与自动化工程学院,2018,1622181,黄色预警,162218120,4,2
电气与自动化工程学院,2018,1622181,蓝色预警,162218124,2,1
电气与自动化工程学院,2018,1622181,橙色预警,162218128,18,5
电气与自动化工程学院,2018,Z161181,蓝色预警,Z16118104,2,1
电气与自动化工程学院,2018,Z161181,黄色预警,Z16118111,4,2
电气与自动化工程学院,2018,Z161181,黄色预警,Z16118112,4,2
电气与自动化工程学院,2018,Z161181,蓝色预警,Z16118118,1,1
电气与自动化工程学院,2018,Z161181,蓝色预警,Z16118125,1,1
电气与自动化工程学院,2018,Z161181,黄色预警,Z16118126,4,2
电气与自动化工程学院,2018,Z161181,蓝色预警,Z16118129,1,1
电气与自动化工程学院,2018,Z161181,蓝色预警,Z16118133,3,1
电气与自动化工程学院,2018,Z161181,蓝色预警,Z16118134,3,1
电气与自动化工程学院,2018,Z161181,蓝色预警,Z16118135,1,1
电气与自动化工程学院,2018,Z161181,蓝色预警,Z16118138,3,1
电气与自动化工程学院,2018,Z161182,黄色预警,150818107,9,3
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118202,5,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118207,3,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118212,0.5,1
电气与自动化工程学院,2018,Z161182,黄色预警,Z16118217,4,2
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118218,1,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118219,3,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118220,1,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118226,3,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118228,1,1
电气与自动化工程学院,2018,Z161182,橙色预警,Z16118230,14,5
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118231,3,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118236,1,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118238,1,1
电气与自动化工程学院,2018,Z161182,蓝色预警,Z16118239,3,1
电气与自动化工程学院,2018,ZB02181,黄色预警,ZB0218111,10,3
电气与自动化工程学院,2018,ZB02181,蓝色预警,ZB0218117,2,1
电气与自动化工程学院,2018,ZB02181,黄色预警,ZB0218128,6,2
电气与自动化工程学院,2018,ZB02181,黄色预警,ZB0218129,5,2
电气与自动化工程学院,2018,ZB02181,黄色预警,ZB0218131,11,3
电气与自动化工程学院,2018,ZB02181,蓝色预警,ZB0218138,2,1
电气与自动化工程学院,2018,ZB62181,蓝色预警,ZB6218108,2,1
电气与自动化工程学院,2018,ZB62181,黄色预警,ZB6218110,8,2
电气与自动化工程学院,2018,ZB62181,橙色预警,ZB6218111,13,5
电气与自动化工程学院,2018,ZB62181,蓝色预警,ZB6218112,1,1
电气与自动化工程学院,2018,ZB62181,橙色预警,ZB6218113,13,5
电气与自动化工程学院,2018,ZB62181,蓝色预警,ZB6218114,3,1
电气与自动化工程学院,2018,ZB62181,蓝色预警,ZB6218115,1,1
电气与自动化工程学院,2018,ZB62181,蓝色预警,ZB6218116,2,1
电气与自动化工程学院,2018,ZB62181,黄色预警,ZB6218117,8,3
电气与自动化工程学院,2018,ZB62181,蓝色预警,ZB6218120,4,1
电气与自动化工程学院,2018,ZB62181,蓝色预警,ZB6218122,4,1
电气与自动化工程学院,2018,ZB62181,蓝色预警,ZB6218123,4,1
化学与材料工程学院,2013,1503131,黄色预警,150313120,8,2
化学与材料工程学院,2013,1507131,黄色预警,150713115,5.5,3
化学与材料工程学院,2013,Y091131,黄色预警,Y09111110,7,2
化学与材料工程学院,2013,Y091131,黄色预警,Y09113131,11,3
化学与材料工程学院,2013,Z151131,黄色预警,150413103,7,2
化学与材料工程学院,2013,Z151131,蓝色预警,150413126,4,1
化学与材料工程学院,2013,Z151133,黄色预警,150513230,11,3
化学与材料工程学院,2014,1503141,蓝色预警,150314105,5,1
化学与材料工程学院,2014,1503141,黄色预警,150314110,8,2
化学与材料工程学院,2014,1505141,黄色预警,150514104,5.5,2
化学与材料工程学院,2014,1505141,黄色预警,150514131,5.5,2
化学与材料工程学院,2014,1505142,蓝色预警,150514227,3,1
化学与材料工程学院,2014,1505142,蓝色预警,150514235,3,1
化学与材料工程学院,2014,1506142,蓝色预警,150614222,3,1
化学与材料工程学院,2014,Z151141,橙色预警,Z15114113,15.5,6
化学与材料工程学院,2014,Z151141,黄色预警,Z15114123,9,3
化学与材料工程学院,2014,Z151141,黄色预警,Z15114124,10,3
化学与材料工程学院,2014,Z151141,蓝色预警,Z15114130,4,1
化学与材料工程学院,2014,Z151141,蓝色预警,Z15114134,3,1
化学与材料工程学院,2014,Z151142,红色预警,Z15114201,36,13
化学与材料工程学院,2014,Z151142,红色预警,Z15114221,24,8
化学与材料工程学院,2014,Z151142,蓝色预警,Z15114225,3,1
化学与材料工程学院,2015,1501151,黄色预警,150115111,6,2
化学与材料工程学院,2015,1501151,橙色预警,150115114,17,5
化学与材料工程学院,2015,1503151,黄色预警,150315116,11.5,4
化学与材料工程学院,2015,1503151,黄色预警,150315120,11,3
化学与材料工程学院,2015,1503151,红色预警,150315144,25,4
化学与材料工程学院,2015,1506151,黄色预警,150615118,7,2
化学与材料工程学院,2015,1506152,黄色预警,150615217,6,2
化学与材料工程学院,2015,1508151,黄色预警,150815111,11,4
化学与材料工程学院,2015,1508151,蓝色预警,150815116,0.5,1
化学与材料工程学院,2015,1508152,蓝色预警,150815208,3,1
化学与材料工程学院,2015,1508152,黄色预警,150815210,8,2
化学与材料工程学院,2015,1508152,黄色预警,150815212,7.5,4
化学与材料工程学院,2015,1508152,蓝色预警,150815216,3,1
化学与材料工程学院,2015,Z151151,蓝色预警,Z15115124,4,1
化学与材料工程学院,2015,Z151152,蓝色预警,Z15115231,2,1
化学与材料工程学院,2015,Z151152,蓝色预警,Z15115235,4,1
化学与材料工程学院,2016,1503161,黄色预警,150316109,9,3
化学与材料工程学院,2016,1503161,黄色预警,150316113,4.5,2
化学与材料工程学院,2016,1503161,蓝色预警,150316114,2,1
化学与材料工程学院,2016,1503161,橙色预警,150316122,16,5
化学与材料工程学院,2016,1503161,黄色预警,150316123,5,2
化学与材料工程学院,2016,1503161,黄色预警,150316127,3,3
化学与材料工程学院,2016,1503162,黄色预警,150316201,4.5,2
化学与材料工程学院,2016,1503162,红色预警,150316202,18.5,10
化学与材料工程学院,2016,1503162,黄色预警,150316220,6,2
化学与材料工程学院,2016,1503162,黄色预警,150316223,13,4
化学与材料工程学院,2016,1507161,黄色预警,150614212,11,3
化学与材料工程学院,2016,1507161,黄色预警,150716105,9,2
化学与材料工程学院,2016,1507161,黄色预警,150716117,6,2
化学与材料工程学院,2016,1507162,蓝色预警,150716206,3,1
化学与材料工程学院,2016,1507162,蓝色预警,150716215,3,1
化学与材料工程学院,2016,1507162,蓝色预警,150716217,5,1
化学与材料工程学院,2016,1507162,蓝色预警,150716223,3,1
化学与材料工程学院,2016,1507162,橙色预警,150716224,19,6
化学与材料工程学院,2016,1507162,黄色预警,150716233,9,3
化学与材料工程学院,2016,1508161,橙色预警,150816103,17,7
化学与材料工程学院,2016,1508161,红色预警,150816107,18,8
化学与材料工程学院,2016,1508161,橙色预警,150816111,14.5,5
化学与材料工程学院,2016,1508161,蓝色预警,150816113,3,1
化学与材料工程学院,2016,1508161,橙色预警,150816116,22.5,7
化学与材料工程学院,2016,1508161,蓝色预警,150816117,2,1
化学与材料工程学院,2016,1508161,红色预警,150816119,21.5,8
化学与材料工程学院,2016,1508161,蓝色预警,150816125,5,1
化学与材料工程学院,2016,1508162,蓝色预警,150816201,4,1
化学与材料工程学院,2016,1508162,黄色预警,150816203,3.5,2
化学与材料工程学院,2016,1508162,黄色预警,150816212,4.5,4
化学与材料工程学院,2016,1508162,蓝色预警,150816217,3,1
化学与材料工程学院,2016,1508162,蓝色预警,150816218,3,1
化学与材料工程学院,2016,1508162,蓝色预警,150816219,5,1
化学与材料工程学院,2016,1508162,蓝色预警,150816220,3,1
化学与材料工程学院,2016,1509161,蓝色预警,150916102,2,1
化学与材料工程学院,2016,1509161,黄色预警,150916105,4.5,3
化学与材料工程学院,2016,1509161,黄色预警,150916106,8,3
化学与材料工程学院,2016,1509161,黄色预警,150916114,7,2
化学与材料工程学院,2016,1509161,蓝色预警,150916116,3,1
